experience_level,job_title,remote_ratio,company_size,adjusted_salary
MI,Data Analyst,In office,M,150000.0
MI,Data Analyst,In office,M,100000.0
SE,Data Engineer,In office,M,226700.0
SE,Data Engineer,In office,M,133300.0
SE,Data Scientist,In office,M,190000.0
SE,Data Scientist,In office,M,165000.0
SE,Data Engineer,Remote,M,170000.0
SE,Data Engineer,Remote,M,150000.0
MI,Data Engineer,In office,M,150000.0
MI,Data Engineer,In office,M,130000.0
SE,Data Scientist,In office,M,225000.0
SE,Data Scientist,In office,M,156400.0
SE,Computer Vision Engineer,Remote,S,200000.0
SE,Data Scientist,In office,M,257000.0
SE,Data Scientist,In office,M,134000.0
SE,Data Engineer,In office,L,205600.0
SE,Data Engineer,In office,L,105700.0
SE,BI Developer,Remote,M,140000.0
SE,BI Developer,Remote,M,110000.0
SE,Data Science Manager,In office,M,299500.0
SE,Data Science Manager,In office,M,245100.0
SE,Research Scientist,In office,M,210000.0
SE,Research Scientist,In office,M,151800.0
EN,Data Engineer,In office,M,160000.0
EN,Data Engineer,In office,M,135000.0
MI,Data Engineer,Remote,M,120000.0
MI,Data Engineer,Remote,M,95000.0
SE,Data Engineer,Remote,M,250000.0
SE,Data Engineer,Remote,M,63000.0
SE,Data Scientist,Remote,M,237000.0
SE,Data Scientist,Remote,M,145000.0
SE,Data Scientist,Remote,M,130000.0
SE,Data Scientist,Remote,M,90000.0
MI,Data Analyst,Remote,M,120000.0
MI,Data Analyst,Remote,M,100000.0
SE,Data Architect,In office,M,174500.0
SE,Data Architect,In office,M,113000.0
MI,Data Scientist,In office,M,183310.0
MI,Data Scientist,In office,M,183310.0
SE,Data Analyst,Remote,M,145000.0
SE,Data Analyst,Remote,M,102500.0
SE,Data Scientist,In office,M,210000.0
SE,Data Scientist,In office,M,185000.0
SE,Data Architect,In office,M,174500.0
SE,Data Architect,In office,M,113000.0
SE,Data Science Consultant,In office,M,122000.0
SE,Data Science Consultant,In office,M,94000.0
SE,Data Scientist,In office,M,220000.0
SE,Data Scientist,In office,M,146000.0
SE,Data Engineer,In office,M,300000.0
SE,Data Engineer,In office,M,130000.0
SE,Data Science Consultant,In office,M,145000.0
SE,Data Science Consultant,In office,M,128000.0
SE,Data Scientist,In office,M,182000.0
SE,Data Scientist,In office,M,140000.0
SE,Data Engineer,In office,M,122000.0
SE,Data Engineer,In office,M,94000.0
EX,Data Scientist,In office,M,300000.0
EX,Data Scientist,In office,M,200000.0
MI,Data Analyst,In office,M,135000.0
MI,Data Analyst,In office,M,105500.0
SE,Data Engineer,In office,M,252000.0
SE,Data Engineer,In office,M,129000.0
MI,Data Scientist,Remote,L,119240.00000000001
SE,Data Scientist,Remote,M,136000.0
SE,Data Scientist,Remote,M,104000.0
SE,Data Scientist,Remote,M,168000.0
SE,Data Scientist,Remote,M,130000.0
MI,Data Engineer,In office,M,120000.0
MI,Data Engineer,In office,M,95000.0
SE,Data Scientist,In office,M,153400.0
SE,Data Scientist,In office,M,122700.0
SE,Data Scientist,In office,M,185000.0
SE,Data Scientist,In office,M,160000.0
SE,Data Scientist,Remote,M,205000.0
SE,Data Scientist,Remote,M,185000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
MI,Machine Learning Engineer,In office,M,145000.0
MI,Machine Learning Engineer,In office,M,87000.0
SE,ML Engineer,Remote,M,234100.0
SE,ML Engineer,Remote,M,203500.0
SE,Data Scientist,In office,M,223800.0
SE,Data Scientist,In office,M,172100.0
SE,Data Scientist,In office,M,180000.0
SE,Data Scientist,In office,M,150000.0
SE,Data Engineer,Remote,M,232200.0
SE,Data Engineer,Remote,M,167200.0
SE,BI Developer,In office,M,197000.0
SE,BI Developer,In office,M,106000.0
SE,Research Scientist,In office,M,180000.0
SE,Research Scientist,In office,M,145000.0
SE,Data Lead,In office,M,225000.0
SE,Data Lead,In office,M,200000.0
SE,Data Engineer,Remote,M,170000.0
SE,Data Engineer,Remote,M,114000.0
SE,Data Engineer,In office,M,291500.0
SE,Data Engineer,In office,M,180000.0
EX,Data Engineer,In office,M,196200.0
EX,Data Engineer,In office,M,150900.0
SE,Data Scientist,In office,M,168400.0
SE,Data Scientist,In office,M,105200.0
MI,Data Analyst,In office,M,116000.0
MI,Data Analyst,In office,M,72000.0
SE,Analytics Engineer,In office,M,207000.0
SE,Analytics Engineer,In office,M,167000.0
SE,Machine Learning Engineer,In office,M,145000.0
SE,Machine Learning Engineer,In office,M,135000.0
MI,Data Engineer,In office,M,105000.0
MI,Data Engineer,In office,M,70000.0
SE,Data Architect,Remote,M,180000.0
SE,Data Architect,Remote,M,115000.0
SE,Data Engineer,Remote,M,133800.0
SE,Data Engineer,Remote,M,96100.0
MI,Data Analyst,In office,M,120000.0
MI,Data Analyst,In office,M,80000.0
SE,Data Science Engineer,In office,M,140000.0
SE,Data Science Engineer,In office,M,100000.0
SE,Research Scientist,In office,M,150000.0
SE,Research Scientist,In office,M,120000.0
SE,Cloud Database Engineer,Remote,M,140000.0
SE,Cloud Database Engineer,Remote,M,115000.0
SE,Data Science Manager,Remote,M,297300.0
SE,Data Science Manager,Remote,M,198200.0
SE,Data Scientist,Remote,M,297300.0
SE,Data Scientist,Remote,M,198200.0
SE,Data Engineer,Remote,M,202000.0
SE,Data Engineer,Remote,M,135000.0
SE,Data Scientist,Remote,M,110000.0
SE,Data Scientist,Remote,M,84000.0
MI,Machine Learning Engineer,Hybrid,L,219000.0
SE,Applied Scientist,Remote,M,230000.0
SE,Applied Scientist,Remote,M,196000.0
SE,BI Developer,Remote,M,140000.0
SE,BI Developer,Remote,M,110000.0
MI,Data Analyst,In office,M,150000.0
MI,Data Analyst,In office,M,100000.0
SE,Data Engineer,In office,M,160000.0
SE,Data Engineer,In office,M,110000.0
SE,Data Scientist,In office,M,185900.0
SE,Data Scientist,In office,M,129300.0
SE,Applied Scientist,In office,L,126100.0
SE,Applied Scientist,In office,L,72000.0
SE,Data Engineer,Remote,M,170000.0
SE,Data Engineer,Remote,M,150000.0
MI,Machine Learning Engineer,Remote,M,175000.0
MI,Machine Learning Engineer,Remote,M,140000.0
SE,Data Analyst,In office,M,240500.0
SE,Data Analyst,In office,M,137500.0
MI,Data Scientist,In office,M,187500.0
MI,Data Scientist,In office,M,165000.0
SE,Research Scientist,In office,M,210000.0
SE,Research Scientist,In office,M,165750.0
SE,Machine Learning Scientist,Remote,M,225000.0
SE,Machine Learning Scientist,Remote,M,165750.0
SE,Data Scientist,Remote,M,135000.0
SE,Data Scientist,Remote,M,115000.0
SE,NLP Engineer,In office,M,275000.0
SE,NLP Engineer,In office,M,175000.0
SE,Data Scientist,Remote,M,170000.0
SE,Data Scientist,Remote,M,140000.0
SE,Data Engineer,In office,M,175308.0
SE,Data Engineer,In office,M,100706.0
SE,NLP Engineer,In office,M,235000.0
SE,NLP Engineer,In office,M,135000.0
SE,Data Engineer,In office,M,310000.0
SE,Data Engineer,In office,M,229000.0
SE,ML Engineer,In office,M,289076.0
SE,ML Engineer,In office,M,202353.0
MI,Research Engineer,Remote,M,120000.0
MI,Research Engineer,Remote,M,100000.0
SE,Data Engineer,In office,M,226700.0
SE,Data Engineer,In office,M,133300.0
SE,Data Analyst,In office,M,125000.0
SE,Data Analyst,In office,M,85000.0
SE,Data Analyst,Remote,M,130000.0
SE,Data Analyst,Remote,M,80000.0
MI,Data Engineer,In office,M,120000.0
MI,Data Engineer,In office,M,100000.0
SE,Data Engineer,Remote,M,231250.0
SE,Data Engineer,Remote,M,138750.0
SE,Data Engineer,In office,M,199000.0
SE,Data Engineer,In office,M,162000.0
EN,Data Engineer,In office,M,160000.0
EN,Data Engineer,In office,M,135000.0
EN,Data Scientist,Remote,M,108400.00000000001
SE,Research Scientist,In office,M,200000.0
SE,Research Scientist,In office,M,150000.0
EN,Research Engineer,In office,M,160000.0
EN,Research Engineer,In office,M,120000.0
SE,Research Scientist,In office,M,250000.0
SE,Research Scientist,In office,M,200000.0
EN,Deep Learning Engineer,In office,M,150000.0
EN,Deep Learning Engineer,In office,M,120000.0
SE,Research Engineer,In office,M,150000.0
SE,Research Engineer,In office,M,100000.0
SE,Data Scientist,In office,M,272550.0
SE,Data Scientist,In office,M,198200.0
SE,Data Scientist,In office,M,182000.0
SE,Data Scientist,In office,M,140000.0
SE,Data Engineer,In office,M,200000.0
SE,Data Engineer,In office,M,160000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
MI,Data Scientist,In office,M,120000.0
MI,Data Scientist,In office,M,105000.0
SE,Data Engineer,Remote,M,187500.0
SE,Data Engineer,Remote,M,175000.0
SE,Machine Learning Engineer,In office,M,204500.0
SE,Machine Learning Engineer,In office,M,142200.0
SE,Data Analyst,Remote,M,155000.0
SE,Data Analyst,Remote,M,64000.0
SE,Computer Vision Engineer,In office,M,235000.0
SE,Computer Vision Engineer,In office,M,185000.0
SE,Data Architect,In office,M,174500.0
SE,Data Architect,In office,M,113000.0
SE,Applied Scientist,Remote,M,184000.0
SE,Applied Scientist,Remote,M,142000.0
SE,Data Scientist,In office,M,140000.0
SE,Data Scientist,In office,M,120000.0
SE,Data Architect,In office,M,174500.0
SE,Data Architect,In office,M,113000.0
SE,Data Scientist,In office,M,180560.0
SE,Data Scientist,In office,M,115440.0
SE,Data Scientist,In office,M,140000.0
SE,Data Scientist,In office,M,120000.0
SE,Research Scientist,In office,M,248100.0
SE,Research Scientist,In office,M,145900.0
SE,Data Engineer,In office,M,291500.0
SE,Data Engineer,In office,M,180000.0
SE,Data Engineer,In office,M,161800.0
SE,Data Engineer,In office,M,141600.0
SE,Data Engineer,Remote,M,166000.0
SE,Data Engineer,Remote,M,128000.0
SE,Data Architect,Remote,M,170000.0
SE,Data Architect,Remote,M,110000.0
SE,Data Engineer,Remote,M,160000.0
SE,Data Engineer,Remote,M,75000.0
SE,Data Engineer,Remote,M,236000.0
SE,Data Engineer,Remote,M,182000.0
EN,Data Scientist,In office,M,140920.0
MI,Data Analyst,In office,M,150000.0
MI,Data Analyst,In office,M,100000.0
SE,Machine Learning Engineer,In office,L,261500.0
SE,Machine Learning Engineer,In office,L,134500.0
MI,Data Scientist,In office,M,130000.0
MI,Data Scientist,In office,M,90000.0
EN,Data Engineer,In office,M,160000.0
EN,Data Engineer,In office,M,135000.0
SE,Manager Data Management,Remote,L,135500.0
SE,Data Engineer,In office,M,189700.0
SE,Data Engineer,In office,M,168020.0
SE,Data Engineer,In office,M,166502.40000000002
SE,Data Engineer,In office,M,115771.20000000001
SE,Data Scientist,In office,M,162600.0
SE,Data Scientist,In office,M,151760.0
SE,Data Science Consultant,In office,M,132248.0
SE,Data Science Consultant,In office,M,102438.0
SE,Data Engineer,In office,M,184280.0
SE,Data Engineer,In office,M,140920.0
SE,Data Science Consultant,In office,M,157180.0
SE,Data Science Consultant,In office,M,138752.0
SE,Data Engineer,In office,M,157180.0
SE,Data Engineer,In office,M,108400.00000000001
SE,Data Engineer,In office,M,189700.0
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,157180.0
SE,Data Engineer,In office,M,124660.00000000001
SE,Applied Machine Learning Scientist,Remote,M,162600.0
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
MI,Data Scientist,Remote,M,162600.0
MI,Data Scientist,Remote,M,138210.0
SE,Data Scientist,Remote,M,137126.0
SE,Data Scientist,Remote,M,55284.00000000001
MI,Data Engineer,In office,M,281840.0
MI,Data Engineer,In office,M,189700.0
SE,Data Engineer,Remote,M,271000.0
SE,Data Engineer,Remote,M,68292.0
SE,Machine Learning Engineer,Remote,M,227640.00000000003
SE,Machine Learning Engineer,Remote,M,173440.0
SE,Data Scientist,Remote,M,295444.2
SE,Data Scientist,Remote,M,214848.80000000002
SE,Data Scientist,In office,M,238480.00000000003
SE,Data Scientist,In office,M,158264.0
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
MI,Data Engineer,Remote,M,162600.0
MI,Data Engineer,Remote,M,162600.0
MI,Data Engineer,In office,M,130080.00000000001
MI,Data Engineer,In office,M,102980.0
EN,Data Engineer,In office,M,173440.0
EN,Data Engineer,In office,M,146340.0
SE,Data Engineer,Remote,M,234144.00000000003
SE,Data Engineer,Remote,M,156096.0
EN,Data Engineer,In office,M,92140.0
EN,Data Engineer,In office,M,70460.0
SE,Data Analyst,Remote,M,161516.0
SE,Data Analyst,Remote,M,128996.00000000001
SE,Data Scientist,In office,M,151760.0
SE,Data Scientist,In office,M,130080.00000000001
MI,Data Scientist,In office,M,162600.0
MI,Data Scientist,In office,M,119240.00000000001
SE,Machine Learning Engineer,Remote,M,266664.0
SE,Machine Learning Engineer,Remote,M,217884.00000000003
SE,Data Scientist,In office,M,205960.0
SE,Data Scientist,In office,M,168020.0
SE,ML Engineer,Remote,M,254740.00000000003
SE,ML Engineer,Remote,M,200540.0
SE,Cloud Database Engineer,Remote,M,205960.0
SE,Cloud Database Engineer,Remote,M,173440.0
EN,Product Data Analyst,Remote,M,108400.00000000001
MI,Data Engineer,In office,M,140920.0
MI,Data Engineer,In office,M,124660.00000000001
MI,Data Engineer,In office,M,113820.00000000001
MI,Data Engineer,In office,M,75880.0
SE,Machine Learning Engineer,In office,M,221678.00000000003
SE,Machine Learning Engineer,In office,M,154144.80000000002
SE,Machine Learning Engineer,Remote,M,208128.0
SE,Machine Learning Engineer,Remote,M,177776.0
SE,Data Engineer,In office,M,201515.6
SE,Data Engineer,In office,M,140161.2
SE,Data Engineer,In office,M,140920.0
SE,Data Engineer,In office,M,81300.0
SE,Data Science Manager,In office,M,189700.0
SE,Data Science Manager,In office,M,130080.00000000001
SE,Data Engineer,In office,M,181570.0
SE,Data Engineer,In office,M,115446.00000000001
MI,Data Analyst,Remote,M,81300.0
MI,Data Analyst,Remote,M,65040.00000000001
SE,Applied Scientist,Remote,M,199456.0
SE,Applied Scientist,Remote,M,153928.0
MI,Data Scientist,In office,M,157180.0
MI,Data Scientist,In office,M,108400.00000000001
SE,Data Engineer,In office,M,189700.0
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,189700.0
SE,Data Engineer,In office,M,130080.00000000001
EX,Data Engineer,In office,M,216800.00000000003
EX,Data Engineer,In office,M,157180.0
SE,Data Engineer,In office,M,157180.0
SE,Data Engineer,In office,M,108400.00000000001
SE,Applied Scientist,Remote,M,208128.0
SE,Applied Scientist,Remote,M,177776.0
EX,Data Engineer,Remote,M,336040.0
EX,Data Engineer,Remote,M,259076.00000000003
SE,Data Analyst,In office,M,130080.00000000001
SE,Data Analyst,In office,M,102980.0
SE,Machine Learning Engineer,In office,M,157180.0
SE,Machine Learning Engineer,In office,M,146340.0
SE,Data Engineer,In office,M,108400.00000000001
SE,Data Engineer,In office,M,84552.0
MI,Data Engineer,Remote,M,173440.0
MI,Data Engineer,Remote,M,130080.00000000001
SE,Data Scientist,In office,M,205960.0
SE,Data Scientist,In office,M,162600.0
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,102980.0
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
SE,Data Analyst,Remote,M,125672.456
SE,Data Analyst,Remote,M,88525.944
SE,Data Scientist,Remote,M,189700.0
SE,Data Scientist,Remote,M,151760.0
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,102980.0
SE,Research Engineer,In office,M,270458.0
SE,Research Engineer,In office,M,162437.40000000002
MI,Analytics Engineer,Remote,M,132790.0
MI,Analytics Engineer,Remote,M,108400.00000000001
SE,Data Scientist,In office,M,270458.0
SE,Data Scientist,In office,M,162437.40000000002
EN,Data Analyst,In office,M,59620.00000000001
EN,Data Analyst,In office,M,52032.0
SE,Research Scientist,In office,M,270458.0
SE,Research Scientist,In office,M,162437.40000000002
SE,Data Engineer,Remote,M,205960.0
SE,Data Engineer,Remote,M,130080.00000000001
SE,Data Analyst,Remote,M,137668.0
SE,Data Analyst,Remote,M,112736.00000000001
SE,Data Scientist,Remote,M,227640.00000000003
SE,Data Scientist,Remote,M,162600.0
SE,Machine Learning Engineer,Remote,M,227640.00000000003
SE,Machine Learning Engineer,Remote,M,162600.0
SE,Data Engineer,Remote,M,227640.00000000003
SE,Data Engineer,Remote,M,140920.0
SE,Data Scientist,Remote,M,198101.0
SE,Data Scientist,Remote,M,175066.0
MI,Data Analyst,Remote,M,111261.76000000001
MI,Data Analyst,Remote,M,71652.40000000001
SE,Research Scientist,Remote,M,227640.00000000003
SE,Research Scientist,Remote,M,162600.0
SE,Data Engineer,In office,M,215499.2
SE,Data Engineer,In office,M,132898.40000000002
MI,Data Engineer,Remote,M,140920.0
MI,Data Engineer,Remote,M,86720.0
SE,Data Scientist,Remote,M,147424.0
SE,Data Scientist,Remote,M,112736.00000000001
SE,Data Analyst,Remote,M,162600.0
SE,Data Analyst,Remote,M,108400.00000000001
EN,Data Engineer,In office,M,173440.0
EN,Data Engineer,In office,M,146340.0
SE,Data Engineer,Remote,M,234144.00000000003
SE,Data Engineer,Remote,M,156096.0
EX,Data Scientist,Remote,M,172356.0
EX,Data Scientist,Remote,M,140920.0
SE,Data Analyst,Remote,M,125672.456
SE,Data Analyst,Remote,M,88525.944
SE,Data Engineer,Remote,M,233060.00000000003
SE,Data Engineer,Remote,M,162600.0
SE,Machine Learning Engineer,Remote,M,266664.0
SE,Machine Learning Engineer,Remote,M,217884.00000000003
MI,Data Engineer,Remote,M,202708.0
MI,Data Engineer,Remote,M,165852.0
SE,Data Analyst,In office,M,183196.0
SE,Data Analyst,In office,M,119890.40000000001
SE,BI Developer,Remote,M,151760.0
SE,BI Developer,Remote,M,130080.00000000001
MI,Data Analyst,Remote,M,81300.0
MI,Data Analyst,Remote,M,65040.00000000001
EN,Data Analyst,Hybrid,L,54200.00000000001
MI,MLOps Engineer,Remote,M,145256.0
MI,MLOps Engineer,Remote,M,134416.0
SE,Data Analyst,In office,M,180702.80000000002
SE,Data Analyst,In office,M,128996.00000000001
EN,Data Scientist,In office,M,134669.65600000002
EN,Data Scientist,In office,M,80801.36
MI,Data Analyst,Remote,M,108400.00000000001
MI,Data Analyst,Remote,M,70460.0
SE,Data Engineer,Remote,M,238480.00000000003
SE,Data Engineer,Remote,M,158264.0
SE,Data Specialist,In office,M,119240.00000000001
SE,Data Specialist,In office,M,75880.0
EN,Data Analyst,Hybrid,L,54200.00000000001
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,102980.0
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
SE,Data Architect,Remote,M,205960.0
SE,Data Architect,Remote,M,146340.0
SE,Data Scientist,In office,M,138752.0
SE,Data Scientist,In office,M,88346.0
SE,Data Scientist,Remote,M,187532.0
SE,Data Scientist,Remote,M,119240.00000000001
SE,Machine Learning Engineer,In office,M,208128.0
SE,Machine Learning Engineer,In office,M,130080.00000000001
SE,Data Analyst,Remote,M,125672.456
SE,Data Analyst,Remote,M,88525.944
SE,Data Analyst,In office,M,130080.00000000001
SE,Data Analyst,In office,M,102980.0
SE,Principal Machine Learning Engineer,Remote,L,205960.0
SE,Data Engineer,Remote,M,210296.0
SE,Data Engineer,Remote,M,140269.6
SE,Data Analyst,Remote,M,217884.00000000003
SE,Data Analyst,Remote,M,96692.8
SE,Data Scientist,In office,M,178860.0
SE,Data Scientist,In office,M,135500.0
SE,Applied Scientist,Remote,M,249320.00000000003
SE,Applied Scientist,Remote,M,212464.00000000003
MI,Machine Learning Engineer,In office,M,140920.0
MI,Machine Learning Engineer,In office,M,97560.0
MI,Machine Learning Researcher,Remote,M,162600.0
MI,Machine Learning Researcher,Remote,M,108400.00000000001
MI,Machine Learning Engineer,In office,M,249320.00000000003
MI,Machine Learning Engineer,In office,M,162600.0
SE,Data Engineer,In office,M,166502.40000000002
SE,Data Engineer,In office,M,115771.20000000001
MI,Machine Learning Researcher,Remote,M,140920.0
MI,Machine Learning Researcher,Remote,M,108400.00000000001
SE,Data Engineer,Remote,M,234144.00000000003
SE,Data Engineer,Remote,M,156096.0
MI,Data Scientist,In office,M,195120.0
MI,Data Scientist,In office,M,130080.00000000001
EN,Data Engineer,In office,M,173440.0
EN,Data Engineer,In office,M,146340.0
SE,Data Analyst,Remote,M,208670.0
SE,Data Analyst,Remote,M,151760.0
SE,Data Engineer,In office,M,165310.0
SE,Data Engineer,In office,M,140920.0
SE,Data Analyst,Remote,M,70460.0
SE,Data Analyst,Remote,M,59620.00000000001
SE,Data Engineer,In office,M,193765.0
SE,Data Engineer,In office,M,173440.0
MI,Machine Learning Scientist,In office,M,178860.0
MI,Machine Learning Scientist,In office,M,146340.0
SE,Analytics Engineer,Remote,M,184280.0
SE,Analytics Engineer,Remote,M,135500.0
SE,Data Engineer,In office,M,113820.00000000001
SE,Data Engineer,In office,M,75880.0
SE,Data Scientist,In office,M,140920.0
SE,Data Scientist,In office,M,102980.0
SE,Data Scientist,In office,M,220594.00000000003
SE,Data Scientist,In office,M,164768.0
SE,Data Engineer,Remote,M,214014.12000000002
SE,Data Engineer,Remote,M,146079.84
MI,Data Scientist,Remote,M,130080.00000000001
SE,Data Engineer,In office,M,213548.00000000003
SE,Data Engineer,In office,M,107316.00000000001
SE,Data Engineer,Remote,M,238480.00000000003
SE,Data Engineer,Remote,M,175608.0
SE,Data Architect,Remote,M,161559.36000000002
SE,Data Architect,Remote,M,123467.6
MI,Business Data Analyst,In office,M,109221.5
SE,Data Analyst,Remote,S,130639.99999999999
SE,Data Engineer,In office,M,108400.00000000001
SE,Data Engineer,In office,M,84552.0
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,102980.0
SE,Data Specialist,In office,M,119240.00000000001
SE,Data Specialist,In office,M,75880.0
SE,Data Scientist,In office,M,201515.6
SE,Data Scientist,In office,M,140161.2
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
SE,Data Engineer,Remote,M,249320.00000000003
SE,Data Engineer,Remote,M,167586.40000000002
SE,Machine Learning Engineer,In office,M,221678.00000000003
SE,Machine Learning Engineer,In office,M,154144.80000000002
MI,Data Engineer,Remote,M,173440.0
MI,Data Engineer,Remote,M,81300.0
SE,Data Engineer,In office,M,230892.00000000003
SE,Data Engineer,In office,M,164768.0
SE,Data Scientist,Remote,M,151760.0
SE,Data Scientist,Remote,M,130080.00000000001
SE,Data Scientist,In office,M,119240.00000000001
SE,Data Scientist,In office,M,75880.0
SE,ML Engineer,Remote,M,263412.0
SE,ML Engineer,Remote,M,198372.0
SE,Data Engineer,In office,M,189700.0
SE,Data Engineer,In office,M,162600.0
MI,Data Scientist,Remote,M,140920.0
MI,Data Scientist,Remote,M,97560.0
MI,Data Analyst,In office,M,178860.0
MI,Data Analyst,In office,M,134416.0
SE,Data Engineer,In office,M,325200.0
SE,Data Engineer,In office,M,140920.0
SE,Data Analyst,In office,M,183196.0
SE,Data Analyst,In office,M,119890.40000000001
SE,Data Analyst,Remote,M,125744.00000000001
SE,Data Analyst,Remote,M,104064.0
SE,Data Analyst,In office,M,113820.00000000001
SE,Data Analyst,In office,M,75880.0
SE,Data Engineer,Remote,M,210296.0
SE,Data Engineer,Remote,M,140269.6
SE,Data Architect,Remote,M,205960.0
SE,Data Architect,Remote,M,146340.0
SE,Data Analyst,In office,M,108400.00000000001
SE,Data Analyst,In office,M,75880.0
EN,Machine Learning Engineer,In office,M,205689.0
EN,Machine Learning Engineer,In office,M,152031.0
SE,Data Analyst,In office,M,140920.0
SE,Data Analyst,In office,M,108400.00000000001
MI,Data Analyst,In office,M,173440.0
MI,Data Analyst,In office,M,118156.00000000001
SE,Research Engineer,In office,M,271000.0
SE,Research Engineer,In office,M,162600.0
MI,Data Analyst,In office,M,223304.00000000003
MI,Data Analyst,In office,M,173440.0
SE,Data Engineer,In office,M,146340.0
SE,Data Engineer,In office,M,130080.00000000001
EN,Data Engineer,In office,M,173440.0
EN,Data Engineer,In office,M,146340.0
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
MI,Data Engineer,In office,M,130080.00000000001
MI,Data Engineer,In office,M,102980.0
SE,Data Engineer,In office,M,207260.80000000002
SE,Data Engineer,In office,M,140920.0
SE,Data Engineer,In office,M,207260.80000000002
SE,Data Engineer,In office,M,140920.0
SE,Data Engineer,In office,L,249320.00000000003
SE,Data Engineer,In office,L,167586.40000000002
SE,Data Engineer,In office,M,130080.00000000001
SE,Data Engineer,In office,M,102980.0
SE,Data Scientist,In office,M,151760.0
SE,Data Scientist,In office,M,130080.00000000001
SE,Data Analyst,In office,M,183196.0
SE,Data Analyst,In office,M,119890.40000000001
MI,Data Analyst,Remote,L,86720.0
SE,Data Engineer,In office,M,201515.6
SE,Data Engineer,In office,M,140161.2
SE,Analytics Engineer,In office,M,146340.0
SE,Analytics Engineer,In office,M,119240.00000000001
MI,Data Analytics Manager,In office,M,168020.0
MI,Data Analytics Manager,In office,M,151760.0
SE,Data Engineer,Remote,M,222220.00000000003
SE,Data Engineer,Remote,M,162600.0
SE,Data Engineer,In office,M,194578.0
SE,Data Engineer,In office,M,145256.0
MI,Data Scientist,In office,M,195120.0
MI,Data Scientist,In office,M,130080.00000000001
SE,Data Scientist,In office,M,201515.6
SE,Data Scientist,In office,M,140161.2
SE,Data Scientist,Remote,M,189700.0
SE,Data Scientist,Remote,M,157180.0
SE,Data Architect,Remote,M,254740.00000000003
SE,Data Architect,Remote,M,189700.0
MI,Data Engineer,Remote,M,173440.0
MI,Data Engineer,Remote,M,97560.0
SE,Data Engineer,In office,M,157180.0
SE,Data Engineer,In office,M,124660.00000000001
MI,Data Specialist,In office,M,178860.0
MI,Data Specialist,In office,M,146340.0
SE,Data Engineer,In office,M,182545.6
SE,Data Engineer,In office,M,114036.8
SE,Data Engineer,In office,M,216800.00000000003
SE,Data Engineer,In office,M,173440.0
SE,Data Scientist,In office,M,215499.2
SE,Data Scientist,In office,M,132898.40000000002
SE,Data Analyst,In office,M,140920.0
SE,Data Analyst,In office,M,108400.00000000001
SE,Data Engineer,Remote,M,135500.0
SE,Data Engineer,Remote,M,119240.00000000001
MI,Data Analyst,In office,M,178860.0
MI,Data Analyst,In office,M,134416.0
SE,Data Scientist,Remote,M,160432.0
SE,Data Scientist,Remote,M,115988.00000000001
MI,Data Analyst,In office,M,162600.0
MI,Data Analyst,In office,M,108400.00000000001
EN,Data Engineer,In office,M,173440.0
EN,Data Engineer,In office,M,146340.0
MI,Data Engineer,In office,M,130080.00000000001
MI,Data Engineer,In office,M,102980.0
SE,Data Engineer,In office,M,166502.40000000002
SE,Data Engineer,In office,M,115771.20000000001
MI,Data Engineer,In office,M,130080.00000000001
MI,Data Engineer,In office,M,102980.0
EX,Data Engineer,Remote,M,336040.0
EX,Data Engineer,Remote,M,259076.00000000003
SE,Data Science Manager,In office,M,324658.0
SE,Data Science Manager,In office,M,265688.4
SE,Data Scientist,Remote,M,182112.0
SE,Data Scientist,Remote,M,140920.0
SE,Data Scientist,Remote,M,147424.0
SE,Data Scientist,Remote,M,112736.00000000001
MI,Data Engineer,Remote,M,174524.0
MI,Data Engineer,Remote,M,127912.00000000001
SE,Applied Scientist,Remote,M,222220.00000000003
SE,Applied Scientist,Remote,M,199456.0
SE,Data Scientist,In office,M,201515.6
SE,Data Scientist,In office,M,140161.2
SE,Data Science Manager,In office,M,268290.0
SE,Data Science Manager,In office,M,186664.80000000002
SE,Data Analyst,In office,M,191868.0
SE,Data Analyst,In office,M,142004.0
SE,Applied Scientist,Remote,M,222220.00000000003
SE,Applied Scientist,Remote,M,199456.0
SE,Data Engineer,In office,M,158264.0
SE,Data Engineer,In office,M,110568.00000000001
